Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"ИГ Манкевич","ИМИТАЦИОННОЕ МОДЕЛИРОВАНИЕ КАК СРЕДСТВО ПОВЫШЕНИЯ КАЧЕСТВА ОБРАЗОВАТЕЛЬНЫХ ПРОЦЕССОВ",,"… системы, техно-логии, инновации: тезисы докладов …","journal.altstu.ru","https://journal.altstu.ru/media/f/old/2009/01/2009-04.pdf#page=87","",100,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… Гордону, кото- рый в начале 1960-х спроектировал и реали- зовал на мэйнфреймах IBM систему GPSS … областях деятельности [5]: -производство (анализ бюджета пред- приятия, отслеживание спроса на выпускае- мую продукцию, модернизация существую- щего …"
3,"АП Сорокин","Методы проектирования защищенных кондуктивных аппаратно-вычислительных платформ для задач обработки видеоизображений",2018,"Вопросы радиоэлектроники","vre.instel.ru","https://vre.instel.ru/jour/article/view/188","https://scholar.google.com/scholar?cites=17696951335947735439&as_sdt=2005&sciodt=0,5&hl=en",101,"2021-05-12 14:16:17","","","","",,,,,3,1.00,3,1,3,"… В эпоху мейнфреймов практически все периферийные устройства имели свои отдельные стойки управления, которые связы‑ вались … Первый вариант применим при необходимости модернизации или модификации существующего решения, или когда в компании …"
529,"ВЛ Бройдо, ОП Ильина","Вычислительные системы, сети и телекоммуникации: Учебник для вузов. 4-е изд.",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=i0kHc70itdMC&oi=fnd&pg=PA17&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=hjZSfUkTdl&sig=qTN_iOwMxbwOgixp4C1XCnYoxqI","https://scholar.google.com/scholar?cites=13913367684741383411&as_sdt=2005&sciodt=0,5&hl=en",102,"2021-05-12 14:16:17","BOOK","","","",,,,,529,48.09,265,2,11,"Page 1. 4/e/5//И/К для вузов Page 2. Page 3. УЧЕБНИК 7/ "" для вузов В.Л. Бройдо, О.П. Ильина Вычислительные Системы, сети и телекоммуникации 4-е издание Допущено Министерством образования и науки Российской …"
0,"ÃËÌÕ ÀÅÌÆÈÄÎÀÀ","r iyp",2009,"","elibrary.ru","https://elibrary.ru/item.asp?id=15124084","",103,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,12,"… Понятие «виртуализация» появилось в вычислительной технике еще в 1970-егг.: ОС для мэйнфреймов IBM/370 … Ярославской области и Ярославского регионального отделения Союза машиностроителей России на тему «Проблемы модернизации предприятий» …"
0,"НВ Евтюхин, ВИ Король","Супервычисления и суперкомпьютеры",2001,"Телекоммуникации и информатизация …","elibrary.ru","https://elibrary.ru/item.asp?id=9228890","",104,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,2,20,"… больших универсальных компьютерах, называемых обычно мэйнфреймами, невозможно, точнее … высокой производительностью, чем серийно выпускаемые мэйнфреймы, может считаться … университете (УГТУ) выполнен проект модернизации корпоративной сети …"
2,"НА Нечаева","Цифровой суперсервис «Инвестирование в реальный сектор экономики онлайн»",2020,"Modern science","elibrary.ru","https://elibrary.ru/item.asp?id=42416036","https://scholar.google.com/scholar?cites=14790062131867215316&as_sdt=2005&sciodt=0,5&hl=en",105,"2021-05-12 14:16:17","","","","",,,,,2,2.00,2,1,1,"… информационно-технологическая доминанта (ИТД) основана на мэйнфреймах/ выделенных серверах … Plan 2016 - 2020 [11], направленный на модернизацию государственных органов с … и инвесторов, возникает потребность в модернизации системы, ускорении …"
4,"СЮ Махоркин","Применение технологий виртуализации в экономических ИТ-средах",2010,"Политематический сетевой электронный …","cyberleninka.ru","https://cyberleninka.ru/article/n/15011503","https://scholar.google.com/scholar?cites=11711245362982858094&as_sdt=2005&sciodt=0,5&hl=en",106,"2021-05-12 14:16:17","HTML","","","",,,,,4,0.36,4,1,11,"… зародилась в 1960-х, когда корпорацией IBM была предложена концепция виртуальных машин на базе мэйнфреймов и быстро … вырос объем и сложность корпоративных вычислений, что повлекло за собой смену модели вычислений на мэйнфреймах на модель …"
0,"РФ Халабия","Кафедра “Персональные ЭВМ”",,"","","","",107,"2021-05-12 14:16:17","CITATION","","","",,,,,0,0.00,0,1,,""
0,"ВВ Бурдюков, ДД Чувашев","ОСОБЕННОСТИ ИНСТАЛЛЯЦИИ ТЕЛЕКОММУНИКАЦИОННЫХ СИСТЕМ ИНТЕЛЛЕКТУАЛЬНОГО ЗДАНИЯ",2016,"Актуальные проблемы права, экономики и …","elibrary.ru","https://elibrary.ru/item.asp?id=26191813","",108,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,2,5,"… Изготовители больших центральных базовых ЭВМ, или мейнфреймов, совершенствуют свои изделия в направлении увеличения скорости обработки … персонала , способного творчески находить решения в быстро меняющейся ситуации модернизации техники и …"
0,"НГ Выжимова","JEL classification: H11; O40; R11 ЦИФРОВИЗАЦИЯ УПРАВЛЕНИЯ КАК ФАКТОР РАЗВИТИЯ СОВРЕМЕННОГО ГОСУДАРСТВА DIGITALIZATION OF …",,"nauchtrud.com","","https://nauchtrud.com/3465/20200827080558124818","",109,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,1,,"… 1 Электронное правительство (e-govemment) Мэйнфреймы / выделенные серверы … отметить, что рассмотренные позитивные моменты модернизации российской системы … А. Модернизация государственного управления в современной России: направления и …"
1,"АД Муждаба, АО Царев","Воспитание «Тетрисом»: к идейным основам советской компьютерной игры",2020,"Социология власти","cyberleninka.ru","https://cyberleninka.ru/article/n/vospitanie-tetrisom-k-ideynym-osnovam-sovetskoy-kompyuternoy-igry","https://scholar.google.com/scholar?cites=9196882935201759597&as_sdt=2005&sciodt=0,5&hl=en",110,"2021-05-12 14:16:17","HTML","","","",,,,,1,1.00,1,2,1,"… компьютерной игры». Предлагается рассматривать игровые практики, связанные с компьютерами, как производную от принятых идейных установок, сопровождающих советский проект машинной модернизации. В …"
2,"ЯА Ивакин, ЕА Фролова, КВ Балашова…","Управление качеством интерактивных электронных технических руководств по эксплуатации и ремонту авиационной техники на всех этапах жизненного …",2018,"Вопросы …","vre.instel.ru","https://vre.instel.ru/jour/article/view/358","https://scholar.google.com/scholar?cites=13262303982305886314&as_sdt=2005&sciodt=0,5&hl=en",111,"2021-05-12 14:16:17","","","","",,,,,2,0.67,1,4,3,"… Этапы опытной и базовой эксплуатации, промежуточного совер- шенствования, модернизации также нуждаются в управлении указанным качеством и дают доста- точно эффективный отклик на реализацию ранее … Шлюз SNAserver Мэйнфрейм ES-9000 …"
0,"МА Сибиряков, АВ Сухих","Сравнительный анализ основных характеристик накопителей HDD и SSD",2013,"… научно-исследовательский журнал","cyberleninka.ru","https://cyberleninka.ru/article/n/sravnitelnyy-analiz-osnovnyh-harakteristik-nakopiteley-hdd-i-ssd","",112,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,2,8,"… обработки больших массивов данных в очень короткие сроки, например, для систем обмена валют или электронной торговли, обработки котировок в режиме реального времени, транзакций мейнфреймов и многих … Модернизация и ремонт ПК, 19 изд.: Пер …"
0,"ВА Хорошко, АЛ Голубенко, АС Петров","Информационное противодействие в компьютерных сетях",2013,"","dspace.nau.edu.ua","https://dspace.nau.edu.ua/bitstream/NAU/36595/1/VSUNU_2013_15(1)__3.pdf","",113,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,8,"… 10. Модернизация операционных систем … В частности, одним из таких направлений модернизации является протокол IPv6, который имеет встроенные … Некоторые компании стремятся перейти с устаревших уже мейнфреймов на более современные системы на …"
0,"Л Радосевич","Пеpспективные технологии: путь в настоящее",,"ecsocman.hse.ru","","http://ecsocman.hse.ru/rubezh/msg/16418515.html","",114,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,1,,"… к использованию новейших достижений технологии; намерения в отношении новых продуктов и услуг; планы модернизации продукции с … Мэйнфреймы и ПК во второй половине 80-х - классический пример противопоставления стабильной и разрушительной …"
0,"АВО СПБГЭУ","Варианты использования технологий искусственного интеллекта в экономическом менеджменте",2016,"школы государственного и финансового управления …","","","",115,"2021-05-12 14:16:17","CITATION","","","",,,,,0,0.00,0,1,5,""
0,"М Ривкин","Облака на службе регуляторов",,"mrivkin.narod.ru","","http://mrivkin.narod.ru/Publ/Mark_cloud_art_OS.doc","",116,"2021-05-12 14:16:17","DOC","","","",,,,,0,0.00,0,1,,"?должен быть четкий ответ на главный вопрос по отличию частных облаков от аутсорсинга, модернизации корпоративного ЦОД в … Начиналось все с монолитной архитектуры мэйнфреймов, в которых база данных и приложения работали на одном компьютере, а …"
0,"МВ Чевозеров","Разработка серверной части комплекса распределенных вычислений: магистерская диссертация по направлению подготовки: 09.04. 03-Прикладная …",2018,"","vital.lib.tsu.ru","http://vital.lib.tsu.ru/vital/access/services/Download/vital:8112/SOURCE01","",117,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… обеспечивающей предоставление ресурсов мейнфреймов (больших … Такие интерфейсы обычно используются при работе с мейнфреймами. В том случае, когда мейнфрейм контролирует все взаимодействия, включая работу с клавиатурой …"
0,"ЛН Плахина, РА Лобов, ВА Еланский","РАЗРАБОТКА МИКРОКОНТРОЛЛЕРНОГО УСТРОЙСТВА ДЛЯ ТЕСТИРОВАНИЯ БЛОКОВ УПРАВЛЕНИЯ ЛИФТА",2019,"СОВРЕМЕННЫЕ …","naukaip.ru","https://naukaip.ru/wp-content/uploads/2019/03/%D0%9C%D0%9A-518.pdf#page=46","",118,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,3,2,"… Также рас- сматриваются отличия облака от мейнфреймов, преимущества и недостатки … Ключевые слова: облачные вычисления, мейнфреймы, облако, облачная обработка данных … Однако «облако» отличается от мейнфрейма тем, что его вычислительная …"
0,"ЕВ Лубенникова","Построение команды как стратегия развития персонала в современной ИТ организации: магистерская диссертация по направлению подготовки: 38.04 …",2018,"","vital.lib.tsu.ru","http://vital.lib.tsu.ru/vital/access/services/Download/vital:8103/SOURCE01","",119,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… Так, Первая платформа, представленная Мейнфреймами и Терминалами … 13 мира оперируют на Мейнфреймах, одних из старейших IT решений в мире [50] … Многие предприятия стремятся автоматизировать бизнес-процессы, что ведет к модернизации IТ …"
2,"МО Гусев, СА Соколов","Открытые системы и защита информации в академическом институте",2006,"Информационные технологии и …","elibrary.ru","https://elibrary.ru/item.asp?id=12830921","https://scholar.google.com/scholar?cites=2081477938063228576&as_sdt=2005&sciodt=0,5&hl=en",120,"2021-05-12 14:16:17","","","","",,,,,2,0.13,1,2,15,"… Выделяют несколько эпох. По материалам компании Sun, в начале 70-х закончилась эпоха мейнфреймов (больших машин типа IBM 360) … Последнее значительно затрудняет мониторинг и модернизацию, снижает уровни доверия …"
0,"ЭТ Раянова","§ 2.12. Киберпреступность и правовые меры по ее предупреждению и пресечению в транспортной сфере государства",2020,"… развитие в условиях цифровой трансформации и …","elibrary.ru","https://elibrary.ru/item.asp?id=43798721","",121,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,1,"… Самые крупные компании транспортной сферы нашего государства используют серверные решения уровня мэйнфрейм … Самое важное - следует положить начало процессу модернизации уголовного законодательства Российской Федерации и созданию …"
0,"КИ Тарасова","ЭВОЛЮЦИЯ ИНФОРМАЦИОННЫХ СИСТЕМ В ЭКОНОМИКЕ",2020,"Бизнес Информ","cyberleninka.ru","https://cyberleninka.ru/article/n/evolyutsiya-informatsionnyh-sistem-v-ekonomike","",122,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,1,1,"… более совершенных аппаратных и программных средств, которые, в свою очередь, подталкивают пользователей к модернизации и автоматизации … 9]. Множество мейнфреймов подключаются к сети для выполнения все более сложных задач, что приводит к …"
4,"ЮА Лямин","Проблемы импортозамещения в информационных системах",2016,"Статистика и экономика","cyberleninka.ru","https://cyberleninka.ru/article/n/16880602","https://scholar.google.com/scholar?cites=1857932766265785014&as_sdt=2005&sciodt=0,5&hl=en",123,"2021-05-12 14:16:17","HTML","","","",,,,,4,0.80,4,1,5,"… Вопрос создания новых и модернизации существующих ТРИС должен решаться на более долгосрочный период (10-15 лет) … Вместо выбора базовых направлений развития и ведущих разработчиков для основных классов ЭВМ (мейнфреймы, мини-ЭВМ и …"
0,"АФ Иванько, ИМА РАЕ","доцент, к. т. н., Фоменко Валерия Юрьевна., студент Московского Политеха. Московский Политехнический Университет, Москва, улица Прянишникова …",,"scientificreview.ru","","https://www.scientificreview.ru/pdf/2020/1/78.pdf","",124,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,,"… модернизации. Поскольку в рекомендациях доклада, говорилось о том, что будущее … не микропроцессорами. Вместо самостоятельных вычислений Minitel подключался к удаленным сервисам по восходящей линии связи как мэйнфрейм 1960-х годов или …"
7,"ЮВ Ланских","Принципы организации технологической платформы и процедур обработки данных в информационно-аналитической системе",2012,"Вестник ИТАРК","xn--b1ax.xn--h1afr.xn--p1ai","https://xn--b1ax.xn--h1afr.xn--p1ai/files/vestnik_itark_2012_1.pdf#page=25","https://scholar.google.com/scholar?cites=9288667864655563958&as_sdt=2005&sciodt=0,5&hl=en",125,"2021-05-12 14:16:17","PDF","","","",,,,,7,0.78,7,1,9,"… Применение указанных принципов позволяет: 1. Внедрять модули обработки и визуализации без модернизации базовых управляющих модулей … для среднего (в ближайшей перспективе) компьютера серверного класса, а не на мэйнфреймы или суперкомпьютеры …"
12,"ЕА Шебуняева, АА Локотков","Особенности внедрения информационных технологий: зарубежный опыт",2011,"… -экономические явления и …","cyberleninka.ru","https://cyberleninka.ru/article/n/14744383","https://scholar.google.com/scholar?cites=1188897333644020151&as_sdt=2005&sciodt=0,5&hl=en",126,"2021-05-12 14:16:17","HTML","","","",,,,,12,1.20,6,2,10,"… всем мире, их сила заключается в способности модернизировать экономические системы … сбережения, трансформирующиеся в инвестиции, которые и питают модернизацию народного хозяйства … При этом в основу развития ставилась модернизация в области …"
14,"В Ананьин","Интранет как инструмент корпоративного управления",1997,"Системы управления базами данных","","","https://scholar.google.com/scholar?cites=893370403113331306&as_sdt=2005&sciodt=0,5&hl=en",127,"2021-05-12 14:16:17","CITATION","","","",,,,,14,0.58,14,1,24,""
0,"ГИ Шпаковский, ВИ Стецюренко, АЕ Верхотуров…","технологии MPI в Грид",2008,"","vbakanov.ru","http://vbakanov.ru/metods/1441/spk_grid.pdf","",128,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,4,13,"Page 1. Г.И.Шпаковский, В.И.Стецюренко, А.Е. Верхотуров, Н.В. Серикова Белорусский государственный университет Применение технологии MPI в Грид Минск 2008 , март Page 2. 2 УДК 681.3.06 +519.68 Настоящий …"
3,"СБ Лёвин","Основы концепции управления транспортным предприятием на базе логистики и информационных технологий",2016,"Транспортное дело России","cyberleninka.ru","https://cyberleninka.ru/article/n/16529623","https://scholar.google.com/scholar?cites=1490103814428286413&as_sdt=2005&sciodt=0,5&hl=en",129,"2021-05-12 14:16:17","HTML","","","",,,,,3,0.60,3,1,5,"… Необходимость нового взгляда на развитие и модернизацию информационных систем отрасли … приоритетов в работе железнодорожного транспорта необходим для модернизации АСУЖТ с … R 31 - первых на сети железных дорог мейнфреймов, имеющих самую …"
0,"ЕД Пойманова","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ …",,"etu.ru","","https://etu.ru/assets/files/nauka/dissertacii/2020/pojmanova/dissertaciya_pojmanova.pdf","",130,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,,"… 5. Увеличение стоимости хранения единицы данных в связи с модернизацией и утилизацией СХД … первая платформа представляла собой мейнфреймы, появившиеся в 50-х … информационных систем: от полной централизации ресурсов в мейнфреймах …"
0,"АД Агафонова","Основные тенденции трансформации взаимоотношений власти и общества в контексте цифровых условий",2019,"Современные технологии в науке и образовании …","elibrary.ru","https://elibrary.ru/item.asp?id=39185310","",131,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,2,"… управления: 1 ФАЗА - 1990-е годы: Электронное правительство (e- government) Мэйнфреймы / выделенные серверы … власти узким кругом лиц, непрозрачности управления, отсутствия или недостаточности процессов модернизации социальной, экономической и …"
0,"АВ Левковский","2.3. Технология опыта или его компонентов 51 2.4. Эффективность применения кейс-технологии 89 с элементами игровой деятельности …",,"","","","",132,"2021-05-12 14:16:17","CITATION","","","",,,,,0,0.00,0,1,,""
0,"ИД Болдов","Информационная система организации",2017,"","library.tiei.ru","http://library.tiei.ru/bitstream/123456789/722/1/%D0%92%D0%9A%D0%A0_%D0%91%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2_%D0%98%D0%B2%D0%B0%D0%BD.pdf","",133,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,4,"… информации персонального компьютера. В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы может входить мэйнфрейм или суперЭВМ. Кроме того, техническое …"
0,"ЛЭ Сeит-Мaмeтoв, AК Гaниeвa","Aктуaлизaция борьбы с кoнкурeнтaми для защиты рынков сбыта",2014,"Ученые записки Крымского …","irbis-nbuv.gov.ua","http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/VzKipu_2014_44_10.pdf","",134,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,2,7,"… производства или его сокращении, при осуществлении инве- стиций в целях модернизации технологического оборудования или … Лидер рынка периодически пред- ставляет новые серии мэйнфреймов – продуктов, имеющих значительное преимущество по соот …"
14,"ИН Курносов","Концепция федеральной информационной политики России в области электронных информационных ресурсов и технологий",1995,"Вестник Российского общества информатики и …","emag.iis.ru","http://emag.iis.ru/arc/infosoc/emag.nsf/BPA/e779ed1a341a1e3fc32575c5003c6f1f","https://scholar.google.com/scholar?cites=4362859711239733449&as_sdt=2005&sciodt=0,5&hl=en",135,"2021-05-12 14:16:17","HTML","","","",,,,,14,0.54,14,1,26,"… Исторически мы прошли эру больших машин (мейнфреймов), затем персональных машин, сейчас наступил сетевой период, в … эффективность использования уже имеющейся в их распоряжении информации и провести техническую модернизацию средств ее …"
1,"АН Агафонова, ИВ Яхнеева","Развитие ИТ-инфраструктуры рынка как условие обеспечения эффективного взаимодействия субъектов бизнеса",2019,"Вестник Самарского государственного …","elibrary.ru","https://elibrary.ru/item.asp?id=42543679","https://scholar.google.com/scholar?cites=16170062751110585147&as_sdt=2005&sciodt=0,5&hl=en",136,"2021-05-12 14:16:17","","","","",,,,,1,0.50,1,2,2,"… Мэйнфреймы и терминалы с тысячами приложений послужили базой развития первой платформы … инфраструктуры, в том числе на основе облачных технологий; ¦ важность API (Application Programming Interface) для модернизации инфраструктуры …"
0,"АД Агафонова","ОСНОВНЫЕ ТЕНДЕНЦИИ ТРАНСФОРМАЦИИ ВЗАИМОТНОШЕНИЙ ВЛАСТИ И ОБЩЕСТВА В КОНТЕКСТЕ ЦИФРОВЫХ УСЛОВИЙ",2019,"Современные технологии в науке и образовании …","","","",137,"2021-05-12 14:16:17","CITATION","","","",,,,,0,0.00,0,1,2,""
1,"Л Отоцкий, Ю Ипатов","Информационные технологии в металлургии",1998,"Н Открытые системы.","","","https://scholar.google.com/scholar?cites=9013801054309191449&as_sdt=2005&sciodt=0,5&hl=en",138,"2021-05-12 14:16:17","CITATION","","","",,,,,1,0.04,1,2,23,""
3,"АА Лебедев","Направления повышения конкурентоспособности информационных технологий в России",2010,"Российский внешнеэкономический вестник","cyberleninka.ru","https://cyberleninka.ru/article/n/14601218","https://scholar.google.com/scholar?cites=11806129805530984703&as_sdt=2005&sciodt=0,5&hl=en",139,"2021-05-12 14:16:17","HTML","","","",,,,,3,0.27,3,1,11,"… информации. Развитие производства и сбыта виртуальных серверов на основе крупных вычислительных машин (мейнфреймов). Одной … прибыль. Это - оборотная сторона возможнйо модернизации. Виртуализация …"
0,"B Bojinov","ПРЕДИЗВИКАТЕЛСТВА ПРЕЗ НАВЛИЗАНЕТО НА ИНФОРМАЦИОННИТЕ ТЕХНОЛОГИИ В БАЛКАНСКИТЕ УНИВЕРСИТЕТИ КОНЦЕПТУАЛНИ ВЪПРОСИ И …",2017,"Компютърни науки и комуникации","ceeol.com","https://www.ceeol.com/search/article-detail?id=830748","",140,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,4,"… компютри, способствана и от многократно по-ниската им цена спрямо доминантните до тогава мейнфрейм системи, позволява … план са свързани предимно с навлизането на мобилните технологии и социалните мрежи (59%), модернизация на бизнеса (41 …"
24,"РМ Юсупов, БВ Соколов, АИ Птушкин…","Анализ состояния исследований проблем управления жизненным циклом искусственно созданных объектов",2011,"Труды СПИИРАН","mathnet.ru","http://www.mathnet.ru/rus/trspy423","https://scholar.google.com/scholar?cites=8617713927061459870&as_sdt=2005&sciodt=0,5&hl=en",141,"2021-05-12 14:16:17","","","","",,,,,24,2.40,6,4,10,"… Персональные компьютеры Мэйнфреймы Internet- системы Распределенные вычисления … Пакетный режим и режим разделения времени Клиент- серверные системы Персональные компьютеры Миникомпьютеры Мэйнфреймы 1960 1970 1980 1990 2000 43 …"
16,"ИМ Фадеева, ПА Шаманаев…","Управление кадровым потенциалом исследовательского университета на основе информационных систем",2011,"… управление: практика и …","cyberleninka.ru","https://cyberleninka.ru/article/n/15359912","https://scholar.google.com/scholar?cites=3820611855276799432&as_sdt=2005&sciodt=0,5&hl=en",142,"2021-05-12 14:16:17","HTML","","","",,,,,16,1.60,5,3,10,"… В условиях модернизации высшей школы, изменения статуса образовательных учреждений, усложнения выполняемых ими задач необходим … практике западных компаний опирался на различные аппаратные платформы (начиная от мэйнфреймов и заканчивая …"
0,"АН Асылбеков","Разработка АРМ менеджера по продажам “XXX”",2017,"","library.mpa71.ru","http://library.mpa71.ru/bitstream/123456789/806/1/%D0%92%D0%9A%D0%A0_%D0%90%D1%81%D1%8B%D0%BB%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%20%D0%90.%D0%9C..pdf","",143,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,4,"… семантика исследуемой предметной области, что усложняет сопровождение и модернизацию систем … своих мэйнфреймов 50-х 60-х годов, которые занимали целую комнату и … мэйнфреймах IBM z Systems, поддерживает аппаратное ускорение на …"
3,"ОА Исаков","Информационные системы на железнодорожном транспорте: опыт проектирования и развития",2013,"Информационно-экономические аспекты …","iea.gostinfo.ru","http://iea.gostinfo.ru/files/2013_04/2013_04_03.pdf","https://scholar.google.com/scholar?cites=15165017776390884196&as_sdt=2005&sciodt=0,5&hl=en",144,"2021-05-12 14:16:17","PDF","","","",,,,,3,0.38,3,1,8,"… утрачена во время развала СССР. 2. Принят подход, предполагающий постоянную модернизацию этой ИС. 3. Наличие 17 ЖД предполагает необходимость модернизации 17 вы … можность не модернизировать имеющуюся АСУ ЖТ, а перейти к созданию …"
0,"ВГ Мартынов","Основные направления развития РГУ нефти и газа им. ИМ Губкина",2010,"Территория Нефтегаз","cyberleninka.ru","https://cyberleninka.ru/article/n/osnovnye-napravleniya-razvitiya-rgu-nefti-i-gaza-im-i-m-gubkina","",145,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,1,11,"… нефтегазохи-мии невозможно обеспечить инновационное развитие экономики страны, ее модернизацию … дисковый массив на сервере IBM Sistem z9 - Мэйнфрейм - содержит 19 … А.Медведева на первом заседании комиссии по модернизации и технологическому …"
0,"ДВ Кравченко","ИСПОЛЬЗОВАНИЕ СЕТЕВЫХ РЕШЕНИЙ В ПРОЦЕССЕ РЕАЛИЗАЦИИ КРУПНЫХ ИНВЕСТИЦИОННЫХ ПРОЕКТОВ",2007,"Экономика: теория и практика","elibrary.ru","https://elibrary.ru/item.asp?id=17071837","",146,"2021-05-12 14:16:17","","","","",,,,,0,0.00,0,1,14,"… Предприятия, которым удалось так или иначе модернизировать производство, сталкиваются с другой проблемой - недостатком оборотных … В корпоративной сети обычно используются различные типы компьютеров - от мэйнфреймов до персональных, несколько …"
0,"ЕВ Курицын, ДА Матвиенко…","Idef14. Метод проектирования сетей на предприятии",2017,"Россия: тенденции и …","cyberleninka.ru","https://cyberleninka.ru/article/n/18020067","",147,"2021-05-12 14:16:17","HTML","","","",,,,,0,0.00,0,3,4,"… Примером могут служить персональные компьютеры, файловые серверы, рабочие станции, мейнфреймы, терминалы, маршрутизаторы, мосты, повторители, шлюзы, коммутаторы, терминалы с очень малой … 1. Модернизация существующей корпоративной сети …"
0,"ПВ Рыбалка","Автоматизированное рабочее место менеджера по продажам (на примере ООО «Оргтехника+»)",2018,"","library.tiei.ru","http://library.tiei.ru/bitstream/123456789/1447/1/%D0%A0%D1%8B%D0%B1%D0%B0%D0%BB%D0%BA%D0%B0%20%D0%92%D0%9A%D0%A0_%20%D0%90%D0%A0%D0%9C_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80%D0%B0%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%D0%BC.pdf","",148,"2021-05-12 14:16:17","PDF","","","",,,,,0,0.00,0,1,3,"… семантика исследуемой предметной области, что усложняет сопровождение и модернизацию систем … своих мэйнфреймов 50-х 60-х годов, которые занимали целую комнату и … мэйнфреймах IBM z Systems, поддерживает аппаратное ускорение на …"
114,"ИП Норенков","Автоматизированнное проектирование",2000,"","elib.bsut.by","http://elib.bsut.by/bitstream/handle/123456789/1201/norenkov_avtom_proekt.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?cites=9724397144147402398&as_sdt=2005&sciodt=0,5&hl=en",149,"2021-05-12 14:16:17","PDF","","","",,,,,114,5.43,114,1,21,"… систем автоматизированного проектирования (САПР) основано на использовании вычисли- тельных сетей и телекоммуникационных технологий, в САПР используются персональные компью- теры и рабочие станции, есть примеры применения мейнфреймов …"
2,"ХР Алиев","ИТ-аутсорсинг в России, оценка контрактов на разработку программного обеспечения",2010,"Российский экономический интернет-журнал","globecsi.ru","http://www.globecsi.ru/Articles/2010/Aliev.pdf","https://scholar.google.com/scholar?cites=13464165435189873112&as_sdt=2005&sciodt=0,5&hl=en",150,"2021-05-12 14:16:17","PDF","","","",,,,,2,0.18,2,1,11,"… Когда мейнфреймы начали использоваться для поддержки деловых функций, таких как обработка счётов, они были дорогими … Предлагаемые услуги включают системную интеграцию, поддержива- ние и модернизацию унаследованных систем, разработку ПО …"
3,"АВ Астрахов, КБ Здирук, АМ Сычев","Применение интегрального показателя внутренней конфликтности при анализе жизненного цикла автоматизированной системы сбора и обработки …",2013,"… и инновации. Изд-во МГТУ им …","engjournal.ru","http://www.engjournal.ru/articles/532/532.pdf","https://scholar.google.com/scholar?cites=11788853517295114789&as_sdt=2005&sciodt=0,5&hl=en",151,"2021-05-12 14:16:17","PDF","","","",,,,,3,0.38,1,3,8,"… сбора и обработки данных (АССОД), сформулирован критерий предпочтения при выборе направлений модернизации «унаследованных» систем … собой гетерогенную вычислительную сеть, включавшую распределенные фрагменты БД на мэйнфрейме и ПЭВМ …"
